TXNAME	GENEID	Bear_R1.sorted	CML10_R1.sorted	Chipie_R1.sorted	ChrystalPoumon_R1.sorted	ChrystalRate_R1.sorted	Popsi_R1.sorted	Twiny_R1.sorted	Vico_R1.sorted
ENSCAFT00805031295	ENSCAFG00805017253	10	0	0	0	0	0	17	0
ENSCAFT00805031296	ENSCAFG00805017255	0	0	0	0	0	0	0	0
ENSCAFT00805031297	ENSCAFG00805017198	1.31267	1.38717	1.49095	0	0	2.82925	2.24712	0
ENSCAFT00805031298	ENSCAFG00805017194	0	1	0	0	0	0.33333	0	0
ENSCAFT00805031299	ENSCAFG00805017256	0	0	0	0	0	0	0	0
ENSCAFT00805031300	ENSCAFG00805017240	3.5	0	0	0	0	0	0	0
ENSCAFT00805031301	ENSCAFG00805017254	222	267.05455	119.11111	370.56	286.75	183	201.01408	98.7
ENSCAFT00805031302	ENSCAFG00805017218	0	0	0	1.1001	1.08581	0	0	0
ENSCAFT00805031303	ENSCAFG00805017254	0	4.94545	14.88889	15.44	9.25	9	21.98592	6.3
ENSCAFT00805031304	ENSCAFG00805017126	89.3611	175.50259	80.42389	26.57014	23.32025	173.09618	51.03544	30.2958
ENSCAFT00805031305	ENSCAFG00805017257	68	437	256	368	65	335	257	87
ENSCAFT00805031306	ENSCAFG00805017240	3.5	8	31	21	14	13	12	2
ENSCAFT00805031307	ENSCAFG00805017261	0	0	0	0	0	0	0	0
ENSCAFT00805031308	ENSCAFG00805017258	0	1	0	0	0	0	1	2
ENSCAFT00805031309	ENSCAFG00805017259	4	10	17	8	8	6	3	4
ENSCAFT00805031310	ENSCAFG00805017216	0	0	0	0	0	0	0	0
ENSCAFT00805031311	ENSCAFG00805017260	35	55	73	165	234	130	65	132
ENSCAFT00805031312	ENSCAFG00805016669	0	0	0	0.14286	0	0	0	0
ENSCAFT00805031313	ENSCAFG00805017216	0	0	0	0	0	1.2438	0	0
ENSCAFT00805031314	ENSCAFG00805017244	0	0	0	1.24913	0	0	0	0
ENSCAFT00805031315	ENSCAFG00805017201	19.98618	0	0	0	0	1.5	0	0
ENSCAFT00805031316	ENSCAFG00805017240	0	0	8.72207	0	6.08633	5.43236	0	2.13494
ENSCAFT00805031317	ENSCAFG00805017135	1.91019	6.33922	47.28284	0	1.23332	22.33394	7.80251	0
ENSCAFT00805031318	ENSCAFG00805017262	0	0	0	2	0	0	0	1
ENSCAFT00805031319	ENSCAFG00805017126	80.34908	62.67718	60.5267	69.39342	71.2681	79.52461	23.15629	45.1862
ENSCAFT00805031320	ENSCAFG00805017263	0	0	0	0	0	0	0	0
ENSCAFT00805031321	ENSCAFG00805017251	0	0	6.66511	0	0	0	0	0
ENSCAFT00805031322	ENSCAFG00805017218	2.50858	4.58898	1.26823	33.2877	16.3634	13.85947	14.32419	8.24558
ENSCAFT00805031323	ENSCAFG00805017161	0	38.24484	18.73494	21.28668	27.30371	9.23203	9.92524	0
ENSCAFT00805031324	ENSCAFG00805017198	0	0	7.95674	0	0	3.76861	7.84017	0
ENSCAFT00805031325	ENSCAFG00805017267	0	0	0	0	0	0	0	0
ENSCAFT00805031326	ENSCAFG00805017240	0	0	6.22605	0	0	0	0	0.03237
ENSCAFT00805031327	ENSCAFG00805017126	2.99264	0	0	0	3.31586	0	0	0
ENSCAFT00805031328	ENSCAFG00805017244	14.92627	0	11.74518	0.96657	1	0.06493	11.32955	2.43505
ENSCAFT00805031330	ENSCAFG00805017272	0	0	0	0	0	0	0	0
ENSCAFT00805031331	ENSCAFG00805017275	0	0	0	0	0	0	0	0
ENSCAFT00805031332	ENSCAFG00805017274	0	0	0	0	0	0	0	0
ENSCAFT00805031333	ENSCAFG00805017201	0	0	0	0	0	0	0	0
ENSCAFT00805031334	ENSCAFG00805017277	0	0	1	1	0	0	4	0
ENSCAFT00805031335	ENSCAFG00805017276	0	10	0	0	0	1	0	0
ENSCAFT00805031336	ENSCAFG00805017266	0	0	0	0	0	0	0	0
ENSCAFT00805031337	ENSCAFG00805017269	0	0	9	0	0	0	0	0
ENSCAFT00805031338	ENSCAFG00805017273	293	1280	490	994	445	663	941	435
ENSCAFT00805031339	ENSCAFG00805017240	8	9	6.22605	10	0	0	17.30803	0.03237
ENSCAFT00805031340	ENSCAFG00805017264	38	56	30	53	40.25	9	33	21.33333
ENSCAFT00805031341	ENSCAFG00805017265	16.52988	57.41362	31.0577	102.25551	50.11753	29.77757	13.71429	17.87127
ENSCAFT00805031342	ENSCAFG00805017281	0	0	0	0	0	0	0	0
ENSCAFT00805031343	ENSCAFG00805017268	16	545.25237	26.67758	49.75483	19.84742	29.66173	44.7435	40.6561
ENSCAFT00805031344	ENSCAFG00805017279	0	0	0	0	0	0	0	0
ENSCAFT00805031345	ENSCAFG00805017278	102	6	18	18	3	1	1	2
ENSCAFT00805031346	ENSCAFG00805017282	0	0	0	0	0	0	0	0
ENSCAFT00805031347	ENSCAFG00805017284	351.07011	183.6	80	318	44	43	187.77273	43
ENSCAFT00805031348	ENSCAFG00805017285	0	0	0	0	0	0	0	0
ENSCAFT00805031349	ENSCAFG00805017270	0	0	0	0	0	0	0	0
ENSCAFT00805031350	ENSCAFG00805017126	0	0	0	0	0	0	0	0
ENSCAFT00805031351	ENSCAFG00805017240	0	53	27.82583	64	30.91367	13.56764	27.69197	20.80031
ENSCAFT00805031352	ENSCAFG00805017218	42.42135	123.95865	48.89949	150.98855	90.76675	127.95797	226.37828	173.509
ENSCAFT00805031353	ENSCAFG00805017286	22	242.97541	84	93	136	104	142	121
ENSCAFT00805031354	ENSCAFG00805017288	0	0	0	0	0	3	1	0
ENSCAFT00805031355	ENSCAFG00805017284	3.92989	2.4	0	0	0	0	1.22727	0
ENSCAFT00805031356	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031357	ENSCAFG00805017290	1207	2634	14424.57668	2024.98876	946	2145	534	1014
ENSCAFT00805031358	ENSCAFG00805017287	72	72	76	92	43	145	168	36
ENSCAFT00805031359	ENSCAFG00805017264	0	0	0	0	5.75	0	0	2.66667
ENSCAFT00805031360	ENSCAFG00805017280	73	123.18478	105	147	90.5	48	106	71.5
ENSCAFT00805031361	ENSCAFG00805017218	0	0	0	0	0	0	0	0
ENSCAFT00805031362	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031363	ENSCAFG00805017251	0	0	0	0	0	0	0	0
ENSCAFT00805031364	ENSCAFG00805017270	0	0	0	0	0	0	0	0
ENSCAFT00805031365	ENSCAFG00805017105	0.03223	0	0.57143	0.25	0	0	0.42857	0
ENSCAFT00805031366	ENSCAFG00805017283	12.46875	68.91051	26.80851	24.29237	4.72381	38.13253	106.05714	4.10769
ENSCAFT00805031367	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031368	ENSCAFG00805017218	0	0	0	0	0	0	0	0
ENSCAFT00805031369	ENSCAFG00805017056	13.95921	0	0	0	0.16667	9.67339	18.04626	0
ENSCAFT00805031370	ENSCAFG00805017265	0	2.76055	2.74592	3.34727	0	0	0	1.99874
ENSCAFT00805031371	ENSCAFG00805017292	0	0	0	12	35	0	0	196
ENSCAFT00805031372	ENSCAFG00805017240	8	1	13	5	1.5	11	6	1
ENSCAFT00805031373	ENSCAFG00805017268	0	147.70305	24.32242	0	3.96956	12.35905	11.16328	0
ENSCAFT00805031374	ENSCAFG00805017297	14	2	31	1	14	26	42	0
ENSCAFT00805031375	ENSCAFG00805017291	0	0	0	0	0	0	0	0
ENSCAFT00805031376	ENSCAFG00805017298	0	0	0	0	0	0	0	0
ENSCAFT00805031377	ENSCAFG00805017266	0	0	0	0	0	2	0	0
ENSCAFT00805031378	ENSCAFG00805017299	0	0	0	0	0	0	0	0
ENSCAFT00805031379	ENSCAFG00805017295	123	246	52	197.99999	94	82.66667	177	72
ENSCAFT00805031380	ENSCAFG00805017296	0	0	0	2	1	2	0	0
ENSCAFT00805031381	ENSCAFG00805017293	0	0	0	69	27	0	0	10
ENSCAFT00805031382	ENSCAFG00805017301	1	1	0	1	0	6	0	0
ENSCAFT00805031383	ENSCAFG00805017297	0	0	0	0	0	0	0	0
ENSCAFT00805031384	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031385	ENSCAFG00805017300	0	0	0	0	0	0	0	0
ENSCAFT00805031386	ENSCAFG00805017297	0	0	0	0	0	0	0	0
ENSCAFT00805031387	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031388	ENSCAFG00805017265	2.62642	1.11704	10.08099	1.19969	2.12961	2.66728	0	0
ENSCAFT00805031389	ENSCAFG00805017283	158.53125	253.08949	273.19149	248.70763	119.27619	172.86747	533.94286	84.89231
ENSCAFT00805031390	ENSCAFG00805017302	0	0	0	0	0	0	0	0
ENSCAFT00805031391	ENSCAFG00805017294	0	0	3.49524	0	0	0	0	3.5
ENSCAFT00805031392	ENSCAFG00805017161	0	75.83174	0	0	27.69629	15.95894	5.10949	0
ENSCAFT00805031393	ENSCAFG00805017240	0	1	0	0	1.5	0	0	1
ENSCAFT00805031394	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031395	ENSCAFG00805017306	0	0	3	0	0	4	0	0
ENSCAFT00805031396	ENSCAFG00805017307	0	0	0	0	0	0	0	0
ENSCAFT00805031397	ENSCAFG00805017280	73	123.18478	105	147	90.5	48	106	71.5
ENSCAFT00805031398	ENSCAFG00805017310	0	0	0	0	0	0	0	0
ENSCAFT00805031399	ENSCAFG00805017308	0	0	0	0	0	0	0	0
ENSCAFT00805031400	ENSCAFG00805017291	4.97978	12.71148	2.42932	20.50671	6.64811	43.91065	16.96391	5
ENSCAFT00805031401	ENSCAFG00805017294	107	779	363.50476	152	17	60	865	3.5
ENSCAFT00805031402	ENSCAFG00805017289	0	0	0	0	0	0	0	0
ENSCAFT00805031403	ENSCAFG00805017305	0	0	0	0	0	0	0	0
ENSCAFT00805031404	ENSCAFG00805017312	0	0	0	0	0	0	0	0
ENSCAFT00805031405	ENSCAFG00805017311	0	0	0	0	0	0	0	0
ENSCAFT00805031406	ENSCAFG00805017302	0	0	0	0	1.16667	0	0	0
ENSCAFT00805031407	ENSCAFG00805017295	0	0	0	0.00001	0	10.33333	0	0
ENSCAFT00805031408	ENSCAFG00805017313	0	0	0	0	0	0	0	0
ENSCAFT00805031409	ENSCAFG00805017266	0	0	0	0	0	2	0	0
ENSCAFT00805031410	ENSCAFG00805017280	0	4.63043	0	0	0	0	0	0
ENSCAFT00805031411	ENSCAFG00805017265	0	0	0	0	0	0	0	0
ENSCAFT00805031412	ENSCAFG00805017302	9.13351	0	21.73504	0	0	5.23964	2.00132	6.82748
ENSCAFT00805031413	ENSCAFG00805017251	0	0	0	0	0	0	0	0
ENSCAFT00805031414	ENSCAFG00805017309	33.2397	69.7916	6.27962	23.65149	14.20464	0	16.42676	4.14358
ENSCAFT00805031415	ENSCAFG00805017313	2	13	2	6	4	7	7	3
ENSCAFT00805031416	ENSCAFG00805017303	2.94775	0	0.62566	7.28098	0	0	0	0
ENSCAFT00805031417	ENSCAFG00805017316	0	0	0	0	0	0	0	0
ENSCAFT00805031418	ENSCAFG00805017315	0	0	0	0	0	0	0	0
ENSCAFT00805031419	ENSCAFG00805017317	0	0	23	0	0	0	0	0
ENSCAFT00805031420	ENSCAFG00805017309	0	0	0	0	0	0	0	0
ENSCAFT00805031421	ENSCAFG00805017318	1	0	2	3	0	9	3	3
ENSCAFT00805031422	ENSCAFG00805017305	0	0	0	0	0	0	0	0
ENSCAFT00805031423	ENSCAFG00805017268	0	2.62735	0	0	0	0	0	0
ENSCAFT00805031424	ENSCAFG00805017322	0	0	0	0	0	0	0	0
ENSCAFT00805031425	ENSCAFG00805017320	0	0	0	0	0	0	0	0
ENSCAFT00805031427	ENSCAFG00805017321	73	80	105	79	38	144	136	6.66667
ENSCAFT00805031428	ENSCAFG00805017268	0	0	0	0	1.66227	0	0	0
ENSCAFT00805031429	ENSCAFG00805017325	0	0	0	0	0	0	0	2
ENSCAFT00805031430	ENSCAFG00805017326	0	24	0	0	0	10	0	0
ENSCAFT00805031431	ENSCAFG00805017324	97	297.7641	149.69828	156	142	187.7483	127.72277	60
ENSCAFT00805031432	ENSCAFG00805017330	0	1	0	0	0	0	0	0
ENSCAFT00805031433	ENSCAFG00805017328	0	0	0	0	0	0	0	0
ENSCAFT00805031434	ENSCAFG00805017319	0	0	3	11	0	0	0	0
ENSCAFT00805031435	ENSCAFG00805017327	0	0.5	0	0	8	32.4829	0	0
ENSCAFT00805031436	ENSCAFG00805017105	44.87404	0	0.57143	0.25	0	0	0.42857	0
ENSCAFT00805031437	ENSCAFG00805017329	0	0	0	0	0	0	0	0
ENSCAFT00805031438	ENSCAFG00805017332	0	1	0	0	0	0	0	0
ENSCAFT00805031439	ENSCAFG00805017331	0	1	0	0	0	0	0	0
ENSCAFT00805031440	ENSCAFG00805017333	0	0	0	0	0	0	0	0
ENSCAFT00805031441	ENSCAFG00805017335	0	0	0	0	0	0	0	0
ENSCAFT00805031442	ENSCAFG00805017337	0	1	0	0	0	0	0	0
ENSCAFT00805031443	ENSCAFG00805017334	5.34855	0	0	3.39021	2.20394	1	5.31503	0
ENSCAFT00805031444	ENSCAFG00805017336	0	0	1	0	0	0	0	0
ENSCAFT00805031445	ENSCAFG00805017339	2	8	0	0	3.15	0	1.66667	0
ENSCAFT00805031446	ENSCAFG00805017319	0	0	0	0	0	0	0	0
ENSCAFT00805031447	ENSCAFG00805017161	0	0	0.0069	0.0045	0	6.34968	5.49905	0
ENSCAFT00805031448	ENSCAFG00805017338	0	0	0	0	0	0	0	0
ENSCAFT00805031449	ENSCAFG00805017331	0	0	0	0	0	0	0	0
ENSCAFT00805031450	ENSCAFG00805017321	0	0	0	0	0	0	0	6.66667
ENSCAFT00805031451	ENSCAFG00805017319	0	0	0	0	0	0	0	0
ENSCAFT00805031452	ENSCAFG00805017268	0	0	0	0	0	0	0	0
ENSCAFT00805031453	ENSCAFG00805017340	0	0	3	0	0	0	0	0
ENSCAFT00805031454	ENSCAFG00805017341	0	0	0	0	0	0	0	0
ENSCAFT00805031455	ENSCAFG00805017303	0	0	0.62566	1.82024	0	0	0	0
ENSCAFT00805031456	ENSCAFG00805017331	0	0	0	0	0	0	0	0
ENSCAFT00805031457	ENSCAFG00805017342	0	1	0	0	0	0	0	0
ENSCAFT00805031458	ENSCAFG00805017344	0	0	0	0	3	2	1	0
ENSCAFT00805031459	ENSCAFG00805017056	16.83721	0	0	0	0.16667	19.39391	130.43389	0
ENSCAFT00805031460	ENSCAFG00805017212	29.95268	23.90933	28.3077	0	0	74.21483	26.97805	0
ENSCAFT00805031461	ENSCAFG00805017314	0	0	0	0	0	2.33333	0	0
ENSCAFT00805031462	ENSCAFG00805017324	0	6.2359	1.30172	0	0	5.2517	1.27723	0
ENSCAFT00805031463	ENSCAFG00805017345	0	0	0	0	0	0	0	0
ENSCAFT00805031464	ENSCAFG00805017347	1	1	0	1	0	2	2	2
ENSCAFT00805031465	ENSCAFG00805017341	179	173	604	66	82	122	235	5
ENSCAFT00805031466	ENSCAFG00805017304	430.68615	545.09055	187.7306	152.27215	54.97733	207.83183	262.67188	42.25946
ENSCAFT00805031467	ENSCAFG00805017351	0	0	0	0	0	0	0	0
ENSCAFT00805031468	ENSCAFG00805017350	0	0	0	0	0	0	0	0
ENSCAFT00805031469	ENSCAFG00805017351	0	0	0	0	0	0	0	0
ENSCAFT00805031470	ENSCAFG00805017346	3	0	12	10	4	17	4	4
ENSCAFT00805031471	ENSCAFG00805017348	0	0	0	0	0	0	0	0
ENSCAFT00805031472	ENSCAFG00805017212	0	5.97733	0	0	0	0	0	0
ENSCAFT00805031473	ENSCAFG00805017321	0	0	0	0	0	0	0	6.66667
ENSCAFT00805031474	ENSCAFG00805017343	0	0	0	0	0	0	0	0
ENSCAFT00805031475	ENSCAFG00805017341	0	0	0	0	0	0	0	0
ENSCAFT00805031476	ENSCAFG00805017354	0	0	0	0	0	0	0	0
ENSCAFT00805031477	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031479	ENSCAFG00805017357	0	0	0	0	0	0	0	0
ENSCAFT00805031480	ENSCAFG00805017353	4	22	32	579.38159	132.47312	114	0.2	159
ENSCAFT00805031481	ENSCAFG00805017105	30.25858	0	0.57143	0	0	0	0.42857	0
ENSCAFT00805031482	ENSCAFG00805017360	0	0	0	0	0	0	0	0
ENSCAFT00805031483	ENSCAFG00805017304	80.3235	418.64271	76.02512	356.10812	85.41759	262.23827	243.60447	55.23743
ENSCAFT00805031484	ENSCAFG00805017355	580.33249	1135.76618	1939.93956	1648.16122	1292.48741	540.57237	1194.74105	869.31561
ENSCAFT00805031485	ENSCAFG00805017358	0	1	0	1	0	0	0	2
ENSCAFT00805031486	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031487	ENSCAFG00805017314	0	0	0	0	0	2.33333	0	0
ENSCAFT00805031488	ENSCAFG00805017105	30.25858	0	0.57143	0	0	0	0.42857	0
ENSCAFT00805031489	ENSCAFG00805017356	5760	4349	24369	15783	3633	9290	6318	5964
ENSCAFT00805031490	ENSCAFG00805017362	0	0	0	0	0	0	0	0
ENSCAFT00805031491	ENSCAFG00805017361	0	0	1	0	0	1	0	0
ENSCAFT00805031492	ENSCAFG00805017363	0	0	0	0	0	0	0	0
ENSCAFT00805031493	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031494	ENSCAFG00805017364	0	0	0	0	0	0	0	0
ENSCAFT00805031496	ENSCAFG00805017355	16.66751	15.23382	22.06044	30.83878	52.51259	8.42763	1.25895	14.68439
ENSCAFT00805031497	ENSCAFG00805017349	2.86705	0.96621	29.49574	0	0	14.74441	0	0
ENSCAFT00805031498	ENSCAFG00805017367	0	0	0	1	0	0	0	0
ENSCAFT00805031499	ENSCAFG00805017353	0	0	0	6.41382	0	0	0.2	0
ENSCAFT00805031500	ENSCAFG00805017367	0	0	0	0	0	0	0	0
ENSCAFT00805031502	ENSCAFG00805017343	0	0	0	0	0	0	0	0
ENSCAFT00805031503	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031504	ENSCAFG00805017366	10.67175	12.17663	0	0	2.70722	0	0	0
ENSCAFT00805031505	ENSCAFG00805017372	0	0	0	0	0	0	0	0
ENSCAFT00805031506	ENSCAFG00805017314	0	0	0	0	0	2.33333	0	0
ENSCAFT00805031507	ENSCAFG00805017368	0	4	1	1	2	1	2	2
ENSCAFT00805031508	ENSCAFG00805017373	0	8.31228	1.15469	0	0	25.574	0	1.72901
ENSCAFT00805031509	ENSCAFG00805017371	1	7	0	0	0	4	0	0
ENSCAFT00805031510	ENSCAFG00805017370	0	0	0	8.74871	8.66448	4.70534	0	2.5
ENSCAFT00805031511	ENSCAFG00805017353	0	0	0	2.10452	0	0	0.2	0
ENSCAFT00805031512	ENSCAFG00805017375	24	0	32	33	144	0	0	0
ENSCAFT00805031513	ENSCAFG00805017349	2.86705	0.96621	29.49574	0	0	14.74441	0	0
ENSCAFT00805031514	ENSCAFG00805017359	71	2	1	89	86	0	37	39
ENSCAFT00805031515	ENSCAFG00805017374	0	0	0	0	0	0	0	0
ENSCAFT00805031516	ENSCAFG00805017376	0	0	0	0	0	0	0	0
ENSCAFT00805031517	ENSCAFG00805017371	1	7	0	0	0	4	0	0
ENSCAFT00805031518	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031519	ENSCAFG00805017373	1.54923	0	0	3.33653	0	31.9675	3.90364	0
ENSCAFT00805031520	ENSCAFG00805017303	119.60019	113.77044	57.62803	141.0014	59.08211	67.20306	135.15805	63.72881
ENSCAFT00805031521	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031522	ENSCAFG00805017377	1	1	0	0	0	0	5	0
ENSCAFT00805031523	ENSCAFG00805017369	0	0	0.66667	0	0.33333	0	0	0
ENSCAFT00805031524	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031525	ENSCAFG00805017381	0	0	0	0	2	1	0	0
ENSCAFT00805031526	ENSCAFG00805017370	0	0	0	8.74871	8.66448	4.70534	0	2.5
ENSCAFT00805031527	ENSCAFG00805017384	0	0	0	0	0	0	0	0
ENSCAFT00805031528	ENSCAFG00805017349	2.86705	0.96621	0	0	0	77.06856	0	0
ENSCAFT00805031529	ENSCAFG00805017303	0	7.25408	10.52745	13.89254	15.87733	0	40.35637	0
ENSCAFT00805031530	ENSCAFG00805017373	24.97718	0	5.69805	4.39249	3.19291	334.45488	0	2.49148
ENSCAFT00805031531	ENSCAFG00805017379	30.76784	287.77787	87.65401	139.66853	59.03961	147.06403	222.46042	47
ENSCAFT00805031532	ENSCAFG00805017386	0	0	0	0	0	0	0	0
ENSCAFT00805031533	ENSCAFG00805017385	7	22	50	2	22	18	1	14
ENSCAFT00805031534	ENSCAFG00805017353	0	0	0	2.10008	7.52688	0	0.2	0
ENSCAFT00805031535	ENSCAFG00805017380	1.57377	0	0	1.32016	0	3.50388	3.12796	1.25434
ENSCAFT00805031536	ENSCAFG00805017378	20.92023	13.63641	32.7112	55.72069	37.35504	33.74364	27.33703	9.57806
ENSCAFT00805031537	ENSCAFG00805017369	0	0	0.66667	0	0.33333	0	0	0
ENSCAFT00805031538	ENSCAFG00805017379	0	0	0	0	0	0	0	0
ENSCAFT00805031539	ENSCAFG00805017391	90	58	56	24	34	9	54	9
ENSCAFT00805031540	ENSCAFG00805017378	5.85827	80.83817	72.34942	69.65691	12.26022	56.60862	86.23794	20.57152
ENSCAFT00805031541	ENSCAFG00805017353	0	0	0	0	0	0	0.2	0
ENSCAFT00805031542	ENSCAFG00805017369	0	0	0.66667	0	0.33333	0	0	0
ENSCAFT00805031544	ENSCAFG00805017373	29.97261	75.33206	190.88479	102.39086	54.96008	218.46641	18.09636	65.85528
ENSCAFT00805031545	ENSCAFG00805017393	0	0	0	0	0	0	0	0
ENSCAFT00805031546	ENSCAFG00805017395	0	0	0	0	0	0	0	0
ENSCAFT00805031547	ENSCAFG00805017105	0.03223	0	0.57143	0	0	0	0.42857	0
ENSCAFT00805031548	ENSCAFG00805017379	51.23216	89.22213	32.34599	28.33147	24.96039	22.93597	36.53958	0
ENSCAFT00805031549	ENSCAFG00805017387	0	46	3	0	174	1	1	0
ENSCAFT00805031550	ENSCAFG00805017389	97	541	67	194	120	322	151	85
ENSCAFT00805031551	ENSCAFG00805017390	0	0	0	0	0	0	0	0
ENSCAFT00805031552	ENSCAFG00805017383	165.22793	254.39888	100.68865	111.5493	42.99363	161.75021	350.87917	82.60327
ENSCAFT00805031553	ENSCAFG00805017398	0	0	0	0	0	0	0	0
ENSCAFT00805031554	ENSCAFG00805017397	0	0	0	0	0	0	0	0
ENSCAFT00805031555	ENSCAFG00805017399	0	0	0	0	0	0	0	0
ENSCAFT00805031556	ENSCAFG00805017378	6.2215	32.52542	35.93938	24.62241	6.38474	16.64774	4.42503	15.85043
ENSCAFT00805031557	ENSCAFG00805017349	45.39884	22.10137	552.00851	12	0	338.44262	5	1
ENSCAFT00805031558	ENSCAFG00805017398	0	0	0	0	0	0	0	0
ENSCAFT00805031559	ENSCAFG00805017396	0	0	0	0	0	0	0	1.44328
ENSCAFT00805031560	ENSCAFG00805017401	0	0	0	0	0	0	0	0
ENSCAFT00805031561	ENSCAFG00805017403	0	0	2	1	0	0	1	0
ENSCAFT00805031562	ENSCAFG00805017402	0	1.04734	0	0	0	1.02687	1.02315	0
ENSCAFT00805031563	ENSCAFG00805017406	1	0	3	2	0	0	0	1
ENSCAFT00805031564	ENSCAFG00805017407	0	0	0	0	0	0	0	0
ENSCAFT00805031565	ENSCAFG00805017383	111.55805	317.91609	58.46438	289.01408	243.63057	198.0591	910.61499	156.79891
ENSCAFT00805031566	ENSCAFG00805017409	0	0	0	0	0	0	0	0
ENSCAFT00805031567	ENSCAFG00805017396	2	0	0	4	0	0	0	54.55672
ENSCAFT00805031568	ENSCAFG00805017392	151	1553	398	199	213	266	323	163
ENSCAFT00805031569	ENSCAFG00805017380	94.42623	290	203	332.67984	137	222.49612	326.87204	215.74566
ENSCAFT00805031570	ENSCAFG00805017412	0	0	0	0	0	0	0	0
ENSCAFT00805031571	ENSCAFG00805017401	0	0	0	0	0	0	0	0
ENSCAFT00805031572	ENSCAFG00805017411	0	141.70279	3.12036	0	0	38.37309	0	2
ENSCAFT00805031573	ENSCAFG00805017415	0	0	0	0	0	0	0	0
ENSCAFT00805031574	ENSCAFG00805017413	0	0	0	0	0	0	0	0
ENSCAFT00805031575	ENSCAFG00805017405	0	53.21776	107.69108	30.55877	0	13.69654	33.92138	30
ENSCAFT00805031576	ENSCAFG00805017419	0	0	0	0	0	0	0	0
ENSCAFT00805031577	ENSCAFG00805017410	0	0	0	0	0	0	0	0
ENSCAFT00805031578	ENSCAFG00805017417	0	0	0	1	0	0	0	0
ENSCAFT00805031579	ENSCAFG00805017414	0	0	28	0	0	1	3	0
ENSCAFT00805031580	ENSCAFG00805016684	0	0	0	0	0	0	0	0
ENSCAFT00805031581	ENSCAFG00805017418	0	0	0	1	0	0	0	1
ENSCAFT00805031582	ENSCAFG00805017402	52.06934	191.30623	39.11111	79	60.3	151.31175	168.17544	23
ENSCAFT00805031583	ENSCAFG00805017421	0	0	0	0	0	0	0	0
ENSCAFT00805031584	ENSCAFG00805017402	5.93066	13.64644	4.88889	0	6.7	11.66138	15.80141	0
ENSCAFT00805031585	ENSCAFG00805017404	0	0	0	0	0	0	0	0
ENSCAFT00805031587	ENSCAFG00805017422	0	0	0	0	0	0	0	0
ENSCAFT00805031588	ENSCAFG00805017105	26.77218	0.5	0.57143	0.25	0	3	0.42857	0
ENSCAFT00805031589	ENSCAFG00805017423	8	0	2	56	4	2	6	4
ENSCAFT00805031590	ENSCAFG00805017408	0	0	1.04614	5.09196	0	0	0	0
ENSCAFT00805031591	ENSCAFG00805017303	0	0.00001	0.00001	36.83192	11.65535	0	9.80243	0
ENSCAFT00805031592	ENSCAFG00805017416	97	224	71	267	87	73	191	97
ENSCAFT00805031593	ENSCAFG00805017382	6.25	125.43108	142.15351	0	0	411.85574	0	0.57143
ENSCAFT00805031594	ENSCAFG00805017404	0	0	0	0	0	0	0	0
ENSCAFT00805031595	ENSCAFG00805017425	4	3	7.09333	27	9	2	3	0
ENSCAFT00805031596	ENSCAFG00805017427	0	0	0	0	0	0	0	0
ENSCAFT00805031597	ENSCAFG00805017428	0	0	0	0	0	0	0	0
ENSCAFT00805031598	ENSCAFG00805017416	0	0	0	0	0	0	0	0
ENSCAFT00805031599	ENSCAFG00805017426	1	0	1	0	0	0	0	0
ENSCAFT00805031600	ENSCAFG00805017429	0	0	0	0	0	0	0	0
ENSCAFT00805031601	ENSCAFG00805017105	26.77218	0.5	0.57143	0.25	0	3	0.42857	0
ENSCAFT00805031602	ENSCAFG00805017432	0	0	0	0	0	0	0	0
ENSCAFT00805031603	ENSCAFG00805017404	0	0	0	0	0	0	0	0
ENSCAFT00805031604	ENSCAFG00805017405	111	91.78224	42.30892	170.44122	80	131.30346	130.07862	30
ENSCAFT00805031605	ENSCAFG00805017431	0	7	181	0	0	570	2	0
ENSCAFT00805031606	ENSCAFG00805017436	0	0	0	0	0	0	0	0
ENSCAFT00805031608	ENSCAFG00805017438	1	1	0	0	0	0	1	0
ENSCAFT00805031609	ENSCAFG00805017430	1	0	0	0	0	0	0	0
ENSCAFT00805031610	ENSCAFG00805017404	0	0	0	0	0	0	0	0
ENSCAFT00805031611	ENSCAFG00805017408	151.48003	94.31542	69.48914	180.84031	37.63554	44.22645	54.47	0.06134
ENSCAFT00805031612	ENSCAFG00805017433	0	0	0	0	0	0	0	0
